"","year","Country","YearlyMean"
"2781",1796,"Europe",7.92925
"2782",1796,"Faroe Islands",6.79891666666667
"2783",1796,"Finland",1.68741666666667
"2784",1796,"France",12.69
"2785",1796,"France (Europe)",10.3105833333333
"2786",1796,"Germany",8.17908333333333
"2787",1796,"Greece",14.8973333333333
"2788",1796,"Guernsey",10.837
"2789",1796,"Hungary",9.89883333333333
"2790",1796,"Iceland",1.54933333333333
"2791",1796,"India",23.67525
"2792",1796,"Ireland",9.40341666666667
"2793",1796,"Isle Of Man",9.38475
"2794",1796,"Italy",12.802
"2795",1796,"Jersey",10.837
"2796",1796,"Latvia",5.52516666666667
"2797",1796,"Libya",22.3395833333333
"2798",1796,"Liechtenstein",4.64625
"2799",1796,"Lithuania",5.97666666666667
"2800",1796,"Luxembourg",9.09225
"2801",1796,"Macedonia",10.5188333333333
"2802",1796,"Malta",18.5849166666667
"2803",1796,"Moldova",9.01016666666667
"2804",1796,"Monaco",8.96941666666667
"2805",1796,"Montenegro",10.3695833333333
"2806",1796,"Morocco",17.5814166666667
"2807",1796,"Nepal",14.66125
"2808",1796,"Netherlands",9.55366666666667
"2809",1796,"Netherlands (Europe)",9.16241666666667
"2810",1796,"North America",6.436
"2811",1796,"Norway",0.420833333333333
"2812",1796,"Poland",7.46008333333333
"2813",1796,"Portugal",14.5999166666667
"2814",1796,"Romania",8.88933333333333
"2815",1796,"Saint Pierre And Miquelon",4.09333333333333
"2816",1796,"San Marino",13.9225833333333
"2817",1796,"Serbia",10.1568333333333
"2818",1796,"Slovakia",7.61516666666667
"2819",1796,"Slovenia",9.778
"2820",1796,"Spain",13.5313333333333
"2821",1796,"Sri Lanka",26.6385833333333
"2822",1796,"Svalbard And Jan Mayen",-7.24483333333333
"2823",1796,"Sweden",2.78025
"2824",1796,"Switzerland",6.95366666666667
"2825",1796,"Tunisia",20.0269166666667
"2826",1796,"Turkey",11.6675833333333
"2827",1796,"Ukraine",7.69983333333333
"2828",1796,"United Kingdom",8.52575
"2829",1796,"United Kingdom (Europe)",8.69341666666667
"2830",1796,"United States",12.231
"2831",1797,"Åland",6.54991666666667
"2832",1797,"Albania",13.34225
"2833",1797,"Algeria",22.7951666666667
"2834",1797,"Andorra",11.12975
"2835",1797,"Austria",7.38741666666667
"2836",1797,"Bangladesh",25.6668
"2837",1797,"Belarus",7.43508333333333
"2838",1797,"Belgium",9.83266666666667
"2839",1797,"Bosnia And Herzegovina",11.43775
"2840",1797,"Bulgaria",11.4519166666667
"2841",1797,"Canada",-9.42
"2842",1797,"Croatia",12.4243333333333
"2843",1797,"Cyprus",19.10575
"2844",1797,"Czech Republic",8.92366666666667
"2845",1797,"Denmark (Europe)",8.73116666666667
"2846",1797,"Estonia",6.3155
"2847",1797,"Europe",8.63925
"2848",1797,"Faroe Islands",6.83525
"2849",1797,"Finland",2.36908333333333
"2850",1797,"France",12.8605833333333
"2851",1797,"France (Europe)",10.5136666666667
"2852",1797,"Germany",9.02316666666667
"2853",1797,"Greece",15.3638333333333
"2854",1797,"Guernsey",10.8519166666667
"2855",1797,"Hungary",11.1595833333333
"2856",1797,"Iceland",1.48083333333333
"2857",1797,"India",24.8399
"2858",1797,"Ireland",9.3285
"2859",1797,"Isle Of Man",9.48925
"2860",1797,"Italy",13.20425
"2861",1797,"Jersey",10.8519166666667
"2862",1797,"Latvia",6.93625
"2863",1797,"Libya",22.174
"2864",1797,"Liechtenstein",5.54866666666667
"2865",1797,"Lithuania",7.60291666666667
"2866",1797,"Luxembourg",9.55991666666667
"2867",1797,"Macedonia",11.1959166666667
"2868",1797,"Malta",18.5074166666667
"2869",1797,"Moldova",10.2211666666667
"2870",1797,"Monaco",9.23391666666667
"2871",1797,"Montenegro",11.1084166666667
"2872",1797,"Morocco",17.4213333333333
"2873",1797,"Nepal",16.0544
"2874",1797,"Netherlands",9.93425
"2875",1797,"Netherlands (Europe)",9.55108333333333
"2876",1797,"North America",-0.773666666666667
"2877",1797,"Norway",0.947416666666666
"2878",1797,"Poland",9.03125
"2879",1797,"Portugal",14.3954166666667
"2880",1797,"Romania",10.0364166666667
"2881",1797,"Saint Pierre And Miquelon",4.07433333333333
"2882",1797,"San Marino",14.6019166666667
"2883",1797,"Serbia",11.0806666666667
"2884",1797,"Slovakia",9.067
"2885",1797,"Slovenia",10.7430833333333
"2886",1797,"Spain",13.3766666666667
"2887",1797,"Sri Lanka",27.1617
"2888",1797,"Svalbard And Jan Mayen",-7.16675
"2889",1797,"Sweden",3.52166666666667
"2890",1797,"Switzerland",7.51491666666667
"2891",1797,"Tunisia",19.8409166666667
"2892",1797,"Turkey",12.1240833333333
"2893",1797,"Ukraine",8.94691666666667
"2894",1797,"United Kingdom",8.58875
"2895",1797,"United Kingdom (Europe)",8.75933333333333
"2896",1797,"United States",6.35683333333333
"2897",1798,"Åland",6.329
"2898",1798,"Albania",12.946
"2899",1798,"Algeria",23.1831666666667
"2900",1798,"Andorra",11.2451666666667
"2901",1798,"Austria",6.53975
"2902",1798,"Bahamas",25.4438333333333
"2903",1798,"Bangladesh",24.5817
"2904",1798,"Belarus",6.48333333333333
"2905",1798,"Belgium",9.65
"2906",1798,"Bosnia And Herzegovina",10.8071666666667
"2907",1798,"Bulgaria",10.9103333333333
"2908",1798,"Croatia",11.73425
"2909",1798,"Cyprus",19.1644166666667
"2910",1798,"Czech Republic",7.97775
"2911",1798,"Denmark (Europe)",8.51483333333333
"2912",1798,"Estonia",5.67016666666667
"2913",1798,"Europe",8.30341666666667
"2914",1798,"Faroe Islands",7.26691666666667
"2915",1798,"Finland",2.104
"2916",1798,"France",12.91675
"2917",1798,"France (Europe)",10.5136666666667
"2918",1798,"Germany",8.49575
"2919",1798,"Greece",15.1076666666667
"2920",1798,"Guernsey",11.1280833333333
"2921",1798,"Hungary",10.2059166666667
"2922",1798,"Iceland",1.98216666666667
"2923",1798,"India",23.2733
"2924",1798,"Ireland",9.83033333333333
"2925",1798,"Isle Of Man",9.86166666666667
"2926",1798,"Italy",12.9286666666667
"2927",1798,"Jersey",11.1280833333333
"2928",1798,"Latvia",6.13266666666667
"2929",1798,"Libya",22.5260833333333
"2930",1798,"Liechtenstein",4.80533333333333
"2931",1798,"Lithuania",6.6665
"2932",1798,"Luxembourg",9.343
"2933",1798,"Macedonia",10.7460833333333
"2934",1798,"Malta",18.6105833333333
"2935",1798,"Moldova",9.461
"2936",1798,"Monaco",9.09841666666667
"2937",1798,"Montenegro",10.5825833333333
"2938",1798,"Morocco",17.82025
"2939",1798,"Nepal",14.4036
"2940",1798,"Netherlands",9.8035
"2941",1798,"Netherlands (Europe)",9.41016666666667
"2942",1798,"Norway",0.96925
"2943",1798,"Poland",7.96375
"2944",1798,"Portugal",14.8124166666667
"2945",1798,"Romania",9.25533333333333
"2946",1798,"Saint Pierre And Miquelon",4.44591666666667
"2947",1798,"San Marino",14.132
"2948",1798,"Serbia",10.4141666666667
"2949",1798,"Slovakia",7.98708333333333
"2950",1798,"Slovenia",10.027
"2951",1798,"Spain",13.7039166666667
"2952",1798,"Sri Lanka",27.0622
"2953",1798,"Svalbard And Jan Mayen",-6.88958333333333
"2954",1798,"Sweden",3.348
"2955",1798,"Switzerland",7.12025
"2956",1798,"Tunisia",20.0835
"2957",1798,"Turkey",12.0229166666667
"2958",1798,"Ukraine",8.20291666666667
"2959",1798,"United Kingdom",8.93083333333333
"2960",1798,"United Kingdom (Europe)",9.10258333333333
"2961",1799,"Åland",3.95508333333333
"2962",1799,"Albania",12.2611666666667
"2963",1799,"Algeria",23.2305833333333
"2964",1799,"Andorra",10.5318333333333
"2965",1799,"Austria",4.83166666666667
"2966",1799,"Bahamas",25.2405833333333
"2967",1799,"Bangladesh",24.9386666666667
"2968",1799,"Belarus",4.34183333333333
"2969",1799,"Belgium",7.73966666666667
"2970",1799,"Bosnia And Herzegovina",9.65266666666667
"2971",1799,"Bulgaria",9.98133333333333
"2972",1799,"Croatia",10.4114166666667
"2973",1799,"Cyprus",18.9796666666667
"2974",1799,"Czech Republic",5.75808333333333
"2975",1799,"Denmark (Europe)",5.93166666666667
"2976",1799,"Estonia",3.51016666666667
"2977",1799,"Europe",6.80491666666667
"2978",1799,"Faroe Islands",5.7875
"2979",1799,"Finland",0.78925
"2980",1799,"France",11.8890833333333
"2981",1799,"France (Europe)",9.2905
"2982",1799,"Germany",6.31308333333333
"2983",1799,"Greece",14.668
"2984",1799,"Guernsey",9.76425
"2985",1799,"Hungary",8.48166666666667
"2986",1799,"Iceland",1.21375
"2987",1799,"India",23.9494166666667
"2988",1799,"Ireland",8.41825
"2989",1799,"Isle Of Man",8.00483333333333
"2990",1799,"Italy",12.0273333333333
"2991",1799,"Jersey",9.76425
"2992",1799,"Latvia",3.71875
"2993",1799,"Libya",22.7449166666667
"2994",1799,"Liechtenstein",3.26475
"2995",1799,"Lithuania",4.05916666666667
"2996",1799,"Luxembourg",7.48016666666667
"2997",1799,"Macedonia",9.9785
"2998",1799,"Malta",18.71
"2999",1799,"Moldova",8.02216666666667
"3000",1799,"Monaco",8.08825
"3001",1799,"Montenegro",9.66391666666667
"3002",1799,"Morocco",17.6536666666667
"3003",1799,"Nepal",14.9139166666667
"3004",1799,"Netherlands",7.68983333333333
"3005",1799,"Netherlands (Europe)",7.2515
"3006",1799,"Norway",-0.593666666666667
"3007",1799,"Poland",5.35191666666667
"3008",1799,"Portugal",14.4161666666667
"3009",1799,"Romania",7.86208333333333
"3010",1799,"Saint Pierre And Miquelon",4.18441666666667
"3011",1799,"San Marino",12.9450833333333
"3012",1799,"Serbia",9.26233333333333
"3013",1799,"Slovakia",5.91983333333333
"3014",1799,"Slovenia",8.59866666666667
"3015",1799,"Spain",13.2168333333333
"3016",1799,"Sri Lanka",26.9414166666667
"3017",1799,"Svalbard And Jan Mayen",-7.07525
"3018",1799,"Sweden",1.3525
"3019",1799,"Switzerland",5.70425
"3020",1799,"Tunisia",20.2261666666667
"3021",1799,"Turkey",11.6183333333333
"3022",1799,"Ukraine",6.72125
"3023",1799,"United Kingdom",7.21508333333333
"3024",1799,"United Kingdom (Europe)",7.27791666666667
"3025",1799,"Western Sahara",22.52025
"3026",1800,"Åland",4.68058333333333
"3027",1800,"Albania",12.9866666666667
"3028",1800,"Algeria",23.3355833333333
"3029",1800,"Andorra",11.6461666666667
"3030",1800,"Austria",6.56783333333333
"3031",1800,"Bahamas",25.069
"3032",1800,"Bangladesh",24.8680833333333
"3033",1800,"Belarus",5.54216666666667
"3034",1800,"Belgium",9.42975
"3035",1800,"Bosnia And Herzegovina",10.7943333333333
"3036",1800,"Bulgaria",10.7295833333333
"3037",1800,"Croatia",11.715
"3038",1800,"Cyprus",18.9785833333333
"3039",1800,"Czech Republic",7.74083333333333
"3040",1800,"Denmark (Europe)",7.25875
"3041",1800,"Estonia",4.23441666666667
"3042",1800,"Europe",7.82158333333333
"3043",1800,"Faroe Islands",6.234
"3044",1800,"Finland",0.869
"3045",1800,"France",12.9961666666667
"3046",1800,"France (Europe)",10.6619166666667
"3047",1800,"Germany",8.10666666666667
"3048",1800,"Greece",15.1135
"3049",1800,"Guernsey",11.0318333333333
"3050",1800,"Hungary",9.92975
"3051",1800,"Iceland",1.2285
"3052",1800,"India",23.9119166666667
"3053",1800,"Ireland",9.27008333333333
"3054",1800,"Isle Of Man",9.06041666666667
"3055",1800,"Italy",13.1649166666667
"3056",1800,"Jersey",11.0318333333333
"3057",1800,"Latvia",4.75458333333333
"3058",1800,"Libya",22.5164166666667
"3059",1800,"Liechtenstein",5.01891666666667
"3060",1800,"Lithuania",5.42175
"3061",1800,"Luxembourg",9.20958333333333
"3062",1800,"Macedonia",10.7149166666667
"3063",1800,"Malta",18.98475
"3064",1800,"Moldova",8.9885
"3065",1800,"Monaco",9.42758333333333
"3066",1800,"Montenegro",10.57525
"3067",1800,"Morocco",18.0715
"3068",1800,"Nepal",14.8345
"3069",1800,"Netherlands",9.27341666666667
"3070",1800,"Netherlands (Europe)",8.87358333333333
"3071",1800,"Norway",-0.308166666666667
"3072",1800,"Poland",7.19808333333333
"3073",1800,"Portugal",15.1809166666667
"3074",1800,"Romania",8.912
"3075",1800,"Saint Pierre And Miquelon",4.48533333333333
"3076",1800,"San Marino",14.2583333333333
"3077",1800,"Serbia",10.29225
"3078",1800,"Slovakia",7.60666666666667
"3079",1800,"Slovenia",10.057
"3080",1800,"Spain",14.11675
"3081",1800,"Sri Lanka",26.9585833333333
"3082",1800,"Svalbard And Jan Mayen",-7.41508333333333
"3083",1800,"Sweden",1.87283333333333
"3084",1800,"Switzerland",7.31408333333333
"3085",1800,"Tunisia",20.4678333333333
"3086",1800,"Turkey",11.8005
"3087",1800,"Ukraine",7.62325
"3088",1800,"United Kingdom",8.25725
"3089",1800,"United Kingdom (Europe)",8.40016666666667
"3090",1800,"Western Sahara",22.5153333333333
"3091",1801,"Åland",5.57216666666667
"3092",1801,"Albania",13.4418333333333
"3093",1801,"Algeria",23.3186666666667
"3094",1801,"Andorra",11.5338333333333
"3095",1801,"Austria",7.07058333333333
"3096",1801,"Bahamas",25.3843333333333
"3097",1801,"Bangladesh",24.5042
"3098",1801,"Belarus",6.82541666666667
"3099",1801,"Belgium",9.76441666666667
"3100",1801,"Bosnia And Herzegovina",11.27825
"3101",1801,"Bulgaria",11.4071666666667
"3102",1801,"Croatia",12.1881666666667
"3103",1801,"Cyprus",19.3775
"3104",1801,"Czech Republic",8.55558333333333
"3105",1801,"Denmark (Europe)",8.22633333333333
"3106",1801,"Estonia",5.30333333333333
"3107",1801,"Europe",8.35041666666667
"3108",1801,"Faroe Islands",6.54966666666667
"3109",1801,"Finland",1.24583333333333
"3110",1801,"France",13.1090833333333
"3111",1801,"France (Europe)",10.7366666666667
"3112",1801,"Germany",8.81066666666667
"3113",1801,"Greece",15.56575
"3114",1801,"Guernsey",11.17025
"3115",1801,"Hungary",10.6806666666667
"3116",1801,"Iceland",1.44
"3117",1801,"India",23.1751
"3118",1801,"Ireland",9.61616666666667
"3119",1801,"Isle Of Man",9.52541666666667
"3120",1801,"Italy",13.3561666666667
"3121",1801,"Jersey",11.17025
"3122",1801,"Latvia",5.99316666666667
"3123",1801,"Libya",22.6811666666667
"3124",1801,"Liechtenstein",5.31408333333333
"3125",1801,"Lithuania",6.7905
"3126",1801,"Luxembourg",9.54566666666667
"3127",1801,"Macedonia",11.2445
"3128",1801,"Malta",19.101
"3129",1801,"Moldova",9.96875
"3130",1801,"Monaco",9.3885
"3131",1801,"Montenegro",11.08075
"3132",1801,"Morocco",17.9040833333333
"3133",1801,"Nepal",14.3319
"3134",1801,"Netherlands",9.77816666666667
"3135",1801,"Netherlands (Europe)",9.38316666666667
"3136",1801,"Norway",-0.0578333333333332
"3137",1801,"Poland",8.45558333333333
"3138",1801,"Portugal",14.9648333333333
"3139",1801,"Romania",9.76683333333333
"3140",1801,"Saint Pierre And Miquelon",4.82525
"3141",1801,"San Marino",14.5606666666667
"3142",1801,"Serbia",10.9068333333333
"3143",1801,"Slovakia",8.5275
"3144",1801,"Slovenia",10.4860833333333
"3145",1801,"Spain",13.91075
"3146",1801,"Sri Lanka",26.9297
"3147",1801,"Svalbard And Jan Mayen",-7.46825
"3148",1801,"Sweden",2.34533333333333
"3149",1801,"Switzerland",7.51983333333333
"3150",1801,"Tunisia",20.4146666666667
"3151",1801,"Turkey",12.3398333333333
"3152",1801,"Ukraine",8.66091666666667
"3153",1801,"United Kingdom",8.67366666666667
"3154",1801,"United Kingdom (Europe)",8.825
"3155",1801,"Western Sahara",22.8925
"3156",1802,"Åland",5.05333333333333
"3157",1802,"Albania",13.52225
"3158",1802,"Algeria",23.4794166666667
"3159",1802,"Andorra",11.7546666666667
"3160",1802,"Austria",6.71016666666667
"3161",1802,"Bahamas",25.51925
"3162",1802,"Bangladesh",25.29725
"3163",1802,"Belarus",6.57716666666667
"3164",1802,"Belgium",9.35933333333333
"3165",1802,"Bosnia And Herzegovina",11.3040833333333
"3166",1802,"Bulgaria",11.4996666666667
"3167",1802,"Croatia",12.1518333333333
"3168",1802,"Cyprus",19.5060833333333
"3169",1802,"Czech Republic",8.08625
"3170",1802,"Denmark (Europe)",7.63625
"3171",1802,"Estonia",4.8075
"3172",1802,"Europe",8.17808333333333
"3173",1802,"Faroe Islands",6.34183333333333
"3174",1802,"Finland",0.630833333333333
"3175",1802,"France",13.1190833333333
"3176",1802,"France (Europe)",10.7359166666667
"3177",1802,"Germany",8.26
"3178",1802,"Greece",15.6619166666667
"3179",1802,"Guernsey",11.0435833333333
"3180",1802,"Hungary",10.6545833333333
"3181",1802,"Iceland",1.36766666666667
"3182",1802,"India",24.3843333333333
"3183",1802,"Ireland",9.43033333333333
"3184",1802,"Isle Of Man",9.26616666666667
"3185",1802,"Italy",13.4865
"3186",1802,"Jersey",11.0435833333333
"3187",1802,"Latvia",5.54875
"3188",1802,"Libya",22.7698333333333
"3189",1802,"Liechtenstein",5.06783333333333
"3190",1802,"Lithuania",6.39633333333333
"3191",1802,"Luxembourg",9.15783333333333
"3192",1802,"Macedonia",11.3271666666667
"3193",1802,"Malta",19.1601666666667
"3194",1802,"Moldova",9.97525
"3195",1802,"Monaco",9.70108333333333
"3196",1802,"Montenegro",11.1561666666667
"3197",1802,"Morocco",18.1115833333333
"3198",1802,"Nepal",15.2520833333333
"3199",1802,"Netherlands",9.28933333333333
"3200",1802,"Netherlands (Europe)",8.882
"3201",1802,"Norway",-0.346666666666666
"3202",1802,"Poland",8.103
"3203",1802,"Portugal",15.1059166666667
"3204",1802,"Romania",9.81016666666667
"3205",1802,"Saint Pierre And Miquelon",4.92308333333333
"3206",1802,"San Marino",14.5641666666667
"3207",1802,"Serbia",10.9705
"3208",1802,"Slovakia",8.38783333333333
"3209",1802,"Slovenia",10.34275
"3210",1802,"Spain",14.08025
"3211",1802,"Sri Lanka",27.5035
"3212",1802,"Svalbard And Jan Mayen",-7.58583333333333
"3213",1802,"Sweden",1.91825
"3214",1802,"Switzerland",7.52516666666667
"3215",1802,"Tunisia",20.5595
"3216",1802,"Turkey",12.4601666666667
"3217",1802,"Ukraine",8.60691666666667
"3218",1802,"United Kingdom",8.38608333333333
"3219",1802,"United Kingdom (Europe)",8.51358333333333
"3220",1802,"Western Sahara",18.296
"3221",1803,"Åland",4.34666666666667
"3222",1803,"Albania",12.4083333333333
"3223",1803,"Algeria",23.72
"3224",1803,"Andorra",11.2665833333333
"3225",1803,"Austria",5.59283333333333
"3226",1803,"Bahamas",25.33025
"3227",1803,"Bangladesh",25.05
"3228",1803,"Belarus",4.83675
"3229",1803,"Belgium",8.61408333333333
"3230",1803,"Bosnia And Herzegovina",9.9895
"3231",1803,"Bulgaria",10.1879166666667
"3232",1803,"Comoros",25.2904285714286
"3233",1803,"Croatia",10.8321666666667
"3234",1803,"Cyprus",19.4493636363636
"3235",1803,"Czech Republic",6.849
"3236",1803,"Denmark (Europe)",6.95341666666667
"3237",1803,"Estonia",3.73491666666667
"3238",1803,"Europe",7.33075
"3239",1803,"Faroe Islands",6.37016666666667
"3240",1803,"Finland",0.5295
"3241",1803,"France",12.61625
"3242",1803,"France (Europe)",10.1823333333333
"3243",1803,"Germany",7.35425
"3244",1803,"Greece",14.7028333333333
"3245",1803,"Guernsey",10.65675
"3246",1803,"Hungary",9.07633333333333
"3247",1803,"Iceland",1.45233333333333
"3248",1803,"India",24.14575
"3249",1803,"Ireland",9.26941666666667
"3250",1803,"Isle Of Man",8.97683333333333
"3251",1803,"Italy",12.54225
"3252",1803,"Jersey",10.65675
"3253",1803,"Latvia",4.15666666666667
"3254",1803,"Libya",22.9735454545455
"3255",1803,"Liechtenstein",4.199
"3256",1803,"Lithuania",4.72358333333333
"3257",1803,"Luxembourg",8.38508333333333
"3258",1803,"Macedonia",10.142
"3259",1803,"Madagascar",22.1797142857143
"3260",1803,"Malta",18.6734166666667
"3261",1803,"Mauritius",22.4492857142857
"3262",1803,"Mayotte",26.1202857142857
"3263",1803,"Moldova",8.38108333333333
"3264",1803,"Monaco",8.92741666666667
"3265",1803,"Montenegro",9.90483333333333
"3266",1803,"Morocco",18.2040909090909
"3267",1803,"Nepal",15.0023333333333
"3268",1803,"Netherlands",8.53191666666667
"3269",1803,"Netherlands (Europe)",8.11383333333333
"3270",1803,"Norway",-0.37775
"3271",1803,"Poland",6.46783333333333
"3272",1803,"Portugal",14.86425
"3273",1803,"Reunion",22.2401428571429
"3274",1803,"Romania",8.25341666666667
"3275",1803,"Saint Pierre And Miquelon",4.53183333333333
"3276",1803,"San Marino",13.4103333333333
"3277",1803,"Serbia",9.57825
"3278",1803,"Seychelles",26.6951428571429
"3279",1803,"Slovakia",6.74116666666667
"3280",1803,"Slovenia",9.09008333333333
"3281",1803,"Spain",13.771
"3282",1803,"Sri Lanka",27.2791666666667
"3283",1803,"Svalbard And Jan Mayen",-7.31866666666667
"3284",1803,"Sweden",1.60283333333333
"3285",1803,"Switzerland",6.6505
"3286",1803,"Tunisia",20.2155833333333
"3287",1803,"Turkey",11.6135
"3288",1803,"Ukraine",7.05758333333333
"3289",1803,"United Kingdom",8.08225
"3290",1803,"United Kingdom (Europe)",8.20691666666667
"3291",1803,"Western Sahara",16.7655
"3292",1804,"Åland",4.52191666666667
"3293",1804,"Albania",12.7725833333333
"3294",1804,"Algeria",23.54525
"3295",1804,"Andorra",11.7385
"3296",1804,"Austria",6.01616666666667
"3297",1804,"Bahamas",25.4448333333333
"3298",1804,"Bangladesh",25.3575833333333
"3299",1804,"Belarus",5.49166666666667
"3300",1804,"Belgium",9.15508333333333
"3301",1804,"Bosnia And Herzegovina",10.40125
"3302",1804,"Bulgaria",10.5328333333333
"3303",1804,"Comoros",25.9001
"3304",1804,"Croatia",11.2681666666667
"3305",1804,"Cyprus",19.1235833333333
"3306",1804,"Czech Republic",7.15016666666667
"3307",1804,"Denmark (Europe)",7.27116666666667
"3308",1804,"Estonia",4.37641666666667
"3309",1804,"Europe",7.71975
"3310",1804,"Faroe Islands",6.43158333333333
"3311",1804,"Finland",0.733583333333333
"3312",1804,"France",13.0926666666667
"3313",1804,"France (Europe)",10.7084166666667
"3314",1804,"Germany",7.83858333333333
"3315",1804,"Greece",15.016
"3316",1804,"Guernsey",11.211
"3317",1804,"Hungary",9.39258333333333
"3318",1804,"Iceland",1.51241666666667
"3319",1804,"India",24.4924166666667
"3320",1804,"Ireland",9.60583333333333
"3321",1804,"Isle Of Man",9.36433333333333
"3322",1804,"Italy",13.028
"3323",1804,"Jersey",11.211
"3324",1804,"Latvia",4.96125
"3325",1804,"Libya",22.7641666666667
"3326",1804,"Liechtenstein",4.79891666666667
"3327",1804,"Lithuania",5.5025
"3328",1804,"Luxembourg",8.97133333333333
"3329",1804,"Macedonia",10.4913333333333
"3330",1804,"Madagascar",22.7778
"3331",1804,"Malta",18.9881666666667
"3332",1804,"Mauritius",23.8841
"3333",1804,"Mayotte",26.617
"3334",1804,"Moldova",8.79358333333333
"3335",1804,"Monaco",9.39916666666667
"3336",1804,"Montenegro",10.28275
"3337",1804,"Morocco",18.2139166666667
"3338",1804,"Nepal",15.2993333333333
"3339",1804,"Netherlands",9.02266666666667
"3340",1804,"Netherlands (Europe)",8.61
"3341",1804,"Norway",-0.30425
"3342",1804,"Poland",6.84791666666667
"3343",1804,"Portugal",15.3091666666667
"3344",1804,"Reunion",23.7612
"3345",1804,"Romania",8.61325
"3346",1804,"Saint Pierre And Miquelon",4.54541666666667
"3347",1804,"San Marino",13.97125
"3348",1804,"Serbia",9.92958333333333
"3349",1804,"Seychelles",27.1663
"3350",1804,"Slovakia",7.03341666666667
"3351",1804,"Slovenia",9.57983333333333
"3352",1804,"Spain",14.22025
"3353",1804,"Sri Lanka",27.6906666666667
"3354",1804,"Svalbard And Jan Mayen",-7.30108333333333
"3355",1804,"Sweden",1.76958333333333
"3356",1804,"Switzerland",7.21175
"3357",1804,"Tunisia",20.5446666666667
"3358",1804,"Turkey",11.9045833333333
"3359",1804,"Ukraine",7.52291666666667
"3360",1804,"United Kingdom",8.45658333333333
"3361",1804,"United Kingdom (Europe)",8.59075
"3362",1804,"Western Sahara",21.1782857142857
"3363",1805,"Åland",3.92741666666667
"3364",1805,"Albania",11.7935833333333
"3365",1805,"Algeria",23.0439166666667
"3366",1805,"Andorra",10.37775
"3367",1805,"Austria",4.53166666666667
"3368",1805,"Bangladesh",24.9656666666667
"3369",1805,"Belarus",4.91508333333333
"3370",1805,"Belgium",7.89625
"3371",1805,"Bosnia And Herzegovina",9.20583333333333
"3372",1805,"Bulgaria",9.727
"3373",1805,"Croatia",9.98066666666667
"3374",1805,"Cyprus",18.7683333333333
"3375",1805,"Czech Republic",5.82175
"3376",1805,"Denmark (Europe)",6.38166666666667
"3377",1805,"Estonia",4.02425
"3378",1805,"Europe",6.83016666666667
"3379",1805,"Faroe Islands",6.20175
"3380",1805,"Finland",0.173916666666667
"3381",1805,"France",11.8868333333333
"3382",1805,"France (Europe)",9.301
"3383",1805,"Germany",6.4745
"3384",1805,"Greece",14.2271666666667
"3385",1805,"Guernsey",10.2324166666667
"3386",1805,"Hungary",8.23775
"3387",1805,"Iceland",1.38758333333333
"3388",1805,"India",24.0255
"3389",1805,"Ireland",9.31616666666667
"3390",1805,"Isle Of Man",9.02158333333333
"3391",1805,"Italy",11.6919166666667
"3392",1805,"Jersey",10.2324166666667
"3393",1805,"Latvia",4.56591666666667
"3394",1805,"Libya",22.3715833333333
"3395",1805,"Liechtenstein",3.09291666666667
"3396",1805,"Lithuania",4.93375
"3397",1805,"Luxembourg",7.55133333333333
"3398",1805,"Macedonia",9.56191666666667
"3399",1805,"Malta",18.064
"3400",1805,"Moldova",8.10825
"3401",1805,"Monaco",7.84041666666667
"3402",1805,"Montenegro",9.22616666666667
"3403",1805,"Morocco",17.6810833333333
"3404",1805,"Nepal",14.9278333333333
"3405",1805,"Netherlands",7.90883333333333
"3406",1805,"Netherlands (Europe)",7.47708333333333
"3407",1805,"Norway",-0.938083333333334
"3408",1805,"Poland",5.888
"3409",1805,"Portugal",14.5958333333333
"3410",1805,"Romania",7.75283333333333
"3411",1805,"Saint Pierre And Miquelon",4.70266666666667
"3412",1805,"San Marino",12.5808333333333
"3413",1805,"Serbia",8.88841666666667
"3414",1805,"Slovakia",5.9135
"3415",1805,"Slovenia",8.17658333333333
"3416",1805,"Spain",13.25875
"3417",1805,"Sri Lanka",27.09875
"3418",1805,"Svalbard And Jan Mayen",-7.82991666666667
"3419",1805,"Sweden",1.05891666666667
"3420",1805,"Switzerland",5.5515
"3421",1805,"Tunisia",19.674
"3422",1805,"Turkey",11.5244166666667
"3423",1805,"Ukraine",6.96283333333333
"3424",1805,"United Kingdom",7.98758333333333
"3425",1805,"United Kingdom (Europe)",8.10691666666667
"3426",1805,"Western Sahara",22.9970909090909
"3427",1806,"Åland",4.86858333333333
"3428",1806,"Albania",12.9225
"3429",1806,"Algeria",22.8750833333333
"3430",1806,"Andorra",11.5386666666667
"3431",1806,"Austria",6.97983333333333
"3432",1806,"Bangladesh",24.8819166666667
"3433",1806,"Belarus",6.24116666666667
"3434",1806,"Belgium",10.1219166666667
"3435",1806,"Bosnia And Herzegovina",10.8534166666667
"3436",1806,"Bulgaria",10.93525
"3437",1806,"Croatia",11.8158333333333
"3438",1806,"Cyprus",18.9840833333333
"3439",1806,"Czech Republic",8.55325
"3440",1806,"Denmark (Europe)",8.02133333333333
"3441",1806,"Estonia",4.59375
"3442",1806,"Europe",8.19658333333333
"3443",1806,"Faroe Islands",6.48225
"3444",1806,"Finland",1.30541666666667
"3445",1806,"France",13.2728333333333
"3446",1806,"France (Europe)",10.9944166666667
"3447",1806,"Germany",8.89816666666667
"3448",1806,"Greece",15.0513333333333
"3449",1806,"Guernsey",11.44725
